run;timestamp;sistema;query_id;carga;categoria;metrica;unidade;valor;tempo;num_tuplas;observacao
1;2026-05-09 22:29:25;sistema_giovana;35;Média de votos úteis por nota;Group By;tuplas por milissegundos;tp/ms;0.015303172793631655;326.7296;5;cache quente
1;2026-05-09 22:29:25;sistema_giovana;36;Quantidade de produtos por categoria;Group By;tuplas por milissegundos;tp/ms;66.35998913241605;378.0290;25086;cache quente
1;2026-05-09 22:29:26;sistema_giovana;37;Top 20 produtos mais baixados;Order By;tuplas por milissegundos;tp/ms;0.09615617470562059;207.9950;20;cache quente
1;2026-05-09 22:29:26;sistema_giovana;38;Top 30 reviews mais úteis;Order By;tuplas por milissegundos;tp/ms;0.0628781503751717;477.1133;30;cache quente
1;2026-05-09 22:29:28;sistema_giovana;39;Produtos acima da média global de avaliações;Subquery;tuplas por milissegundos;tp/ms;111.49624555249952;2313.9793;258000;cache quente
1;2026-05-09 22:29:31;sistema_giovana;40;Produtos com mais reviews que a média;Subquery;tuplas por milissegundos;tp/ms;25.567454869084656;2585.9046;66115;cache quente
2;2026-05-09 22:29:31;sistema_giovana;1;Busca básica de produto por ASIN;Lookup Simples;tuplas por milissegundos;tp/ms;0.4417154286589055;2.2639;1;cache quente
2;2026-05-09 22:29:31;sistema_giovana;2;Busca do identificador interno do produto;Lookup Simples;tuplas por milissegundos;tp/ms;4.459945270888735;0.2242;1;cache quente
2;2026-05-09 22:29:31;sistema_giovana;3;Busca de reviews de um produto;Lookup Simples;tuplas por milissegundos;tp/ms;0.051057869704794055;235.0274;12;cache quente
2;2026-05-09 22:29:31;sistema_giovana;4;Busca de produtos similares;Lookup Simples;tuplas por milissegundos;tp/ms;9.316174153265571;0.5367;5;cache quente
2;2026-05-09 22:29:31;sistema_giovana;5;Busca de categorias de um produto;Lookup Simples;tuplas por milissegundos;tp/ms;5.712115121940394;0.3501;2;cache quente
2;2026-05-09 22:29:31;sistema_giovana;6;Busca de reviews positivos de um produto;Lookup Simples;tuplas por milissegundos;tp/ms;0.05085375456063047;216.3065;11;cache quente
2;2026-05-09 22:29:32;sistema_giovana;7;Busca de reviews úteis de um produto;Lookup Simples;tuplas por milissegundos;tp/ms;0.005086737211724425;196.5897;1;cache quente
2;2026-05-09 22:29:32;sistema_giovana;8;Busca de informações resumidas do produto;Lookup Simples;tuplas por milissegundos;tp/ms;2.255569554226872;0.4433;1;cache quente
2;2026-05-09 22:29:32;sistema_giovana;9;Produtos com sales rank alto;Filtros;tuplas por milissegundos;tp/ms;181.38319220166883;61.2571;11111;cache quente
2;2026-05-09 22:29:32;sistema_giovana;10;Produtos com muitos downloads;Filtros;tuplas por milissegundos;tp/ms;14.35717170522093;31.2736;449;cache quente
2;2026-05-09 22:29:32;sistema_giovana;11;Reviews com alta utilidade;Filtros;tuplas por milissegundos;tp/ms;233.9554895403308;164.3774;38457;cache quente
2;2026-05-09 22:29:32;sistema_giovana;12;Reviews negativos com muitos votos;Filtros;tuplas por milissegundos;tp/ms;742.8858537639128;215.8622;160361;cache quente
2;2026-05-09 22:29:33;sistema_giovana;13;Produtos do grupo Book;Filtros;tuplas por milissegundos;tp/ms;788.1004156406965;499.3793;393561;cache quente
2;2026-05-09 22:29:33;sistema_giovana;14;Categorias raiz;Filtros;tuplas por milissegundos;tp/ms;0.531951413277981;28.1981;15;cache quente
2;2026-05-09 22:29:33;sistema_giovana;15;Reviews recentes;Filtros;tuplas por milissegundos;tp/ms;1147.0465795762825;282.3913;323916;cache quente
2;2026-05-09 22:29:33;sistema_giovana;16;Produtos sem downloads;Filtros;tuplas por milissegundos;tp/ms;867.7939427453302;161.2825;139960;cache quente
2;2026-05-09 22:29:33;sistema_giovana;17;Produto e identificador interno;Joins;tuplas por milissegundos;tp/ms;0.11200961490553417;8.9278;1;cache quente
2;2026-05-09 22:29:33;sistema_giovana;18;Produto e reviews associados;Joins;tuplas por milissegundos;tp/ms;0.08905518195853042;134.7479;12;cache quente
2;2026-05-09 22:29:33;sistema_giovana;19;Produto e categorias associadas;Joins;tuplas por milissegundos;tp/ms;1.809034684318543;1.1056;2;cache quente
2;2026-05-09 22:29:33;sistema_giovana;20;Produtos similares detalhados;Joins;tuplas por milissegundos;tp/ms;8.968143395127427;0.5575;5;cache quente
2;2026-05-09 22:29:40;sistema_giovana;21;Reviews e dados do produto;Joins;tuplas por milissegundos;tp/ms;1125.153061891156;6748.6320;7593244;cache quente
2;2026-05-09 22:29:41;sistema_giovana;22;Produto com categorias e reviews;Joins;tuplas por milissegundos;tp/ms;0.04086020935347737;587.3685;24;cache quente
2;2026-05-09 22:29:43;sistema_giovana;23;Categorias e produtos associados;Joins;tuplas por milissegundos;tp/ms;1259.900068331561;1991.9826;2509699;cache quente
2;2026-05-09 22:29:43;sistema_giovana;24;Produtos similares e reviews;Joins;tuplas por milissegundos;tp/ms;0.17588245185473705;449.1636;79;cache quente
2;2026-05-09 22:29:45;sistema_giovana;25;Produto e quantidade de categorias;Joins;tuplas por milissegundos;tp/ms;746.7965928109701;1928.6764;1440329;cache quente
2;2026-05-09 22:29:45;sistema_giovana;26;Quantidade total de produtos;Agregações;tuplas por milissegundos;tp/ms;0.009168815347628227;109.0653;1;cache quente
2;2026-05-09 22:29:45;sistema_giovana;27;Média de avaliações de um produto;Agregações;tuplas por milissegundos;tp/ms;0.005507370682246225;181.5748;1;cache quente
2;2026-05-09 22:29:45;sistema_giovana;28;Maior sales rank;Agregações;tuplas por milissegundos;tp/ms;0.03768037359107174;26.5390;1;cache quente
2;2026-05-09 22:29:45;sistema_giovana;29;Menor sales rank;Agregações;tuplas por milissegundos;tp/ms;0.03608880111629772;27.7094;1;cache quente
2;2026-05-09 22:29:45;sistema_giovana;30;Soma total de votos úteis;Agregações;tuplas por milissegundos;tp/ms;0.005889241587005602;169.8012;1;cache quente
2;2026-05-09 22:29:46;sistema_giovana;31;Quantidade de reviews do produto;Agregações;tuplas por milissegundos;tp/ms;0.0055362257310033166;180.6285;1;cache quente
2;2026-05-09 22:29:46;sistema_giovana;32;Quantidade de reviews por ano;Group By;tuplas por milissegundos;tp/ms;0.02212163400527706;542.4554;12;cache quente
2;2026-05-09 22:29:46;sistema_giovana;33;Quantidade de reviews por nota;Group By;tuplas por milissegundos;tp/ms;0.01726178893519595;289.6571;5;cache quente
2;2026-05-09 22:29:47;sistema_giovana;34;Quantidade de produtos por grupo;Group By;tuplas por milissegundos;tp/ms;0.22054561268461362;40.8079;9;cache quente
2;2026-05-09 22:29:47;sistema_giovana;35;Média de votos úteis por nota;Group By;tuplas por milissegundos;tp/ms;0.015523375205533402;322.0949;5;cache quente
2;2026-05-09 22:29:47;sistema_giovana;36;Quantidade de produtos por categoria;Group By;tuplas por milissegundos;tp/ms;86.32014358083539;290.6158;25086;cache quente
2;2026-05-09 22:29:47;sistema_giovana;37;Top 20 produtos mais baixados;Order By;tuplas por milissegundos;tp/ms;0.09954529501231027;200.9136;20;cache quente
2;2026-05-09 22:29:48;sistema_giovana;38;Top 30 reviews mais úteis;Order By;tuplas por milissegundos;tp/ms;0.0743595617303763;403.4451;30;cache quente
2;2026-05-09 22:29:50;sistema_giovana;39;Produtos acima da média global de avaliações;Subquery;tuplas por milissegundos;tp/ms;125.61253363610669;2053.9352;258000;cache quente
2;2026-05-09 22:29:52;sistema_giovana;40;Produtos com mais reviews que a média;Subquery;tuplas por milissegundos;tp/ms;24.480880213537453;2700.6790;66115;cache quente
3;2026-05-09 22:29:52;sistema_giovana;1;Busca básica de produto por ASIN;Lookup Simples;tuplas por milissegundos;tp/ms;0.4621704253103938;2.1637;1;cache quente
3;2026-05-09 22:29:52;sistema_giovana;2;Busca do identificador interno do produto;Lookup Simples;tuplas por milissegundos;tp/ms;4.6672486329924014;0.2143;1;cache quente
3;2026-05-09 22:29:53;sistema_giovana;3;Busca de reviews de um produto;Lookup Simples;tuplas por milissegundos;tp/ms;0.06614948062724729;181.4073;12;cache quente
3;2026-05-09 22:29:53;sistema_giovana;4;Busca de produtos similares;Lookup Simples;tuplas por milissegundos;tp/ms;11.915457440703243;0.4196;5;cache quente
3;2026-05-09 22:29:53;sistema_giovana;5;Busca de categorias de um produto;Lookup Simples;tuplas por milissegundos;tp/ms;5.0987760329806955;0.3923;2;cache quente
3;2026-05-09 22:29:53;sistema_giovana;6;Busca de reviews positivos de um produto;Lookup Simples;tuplas por milissegundos;tp/ms;0.05034123577862954;218.5087;11;cache quente
3;2026-05-09 22:29:53;sistema_giovana;7;Busca de reviews úteis de um produto;Lookup Simples;tuplas por milissegundos;tp/ms;0.006039655374534735;165.5724;1;cache quente
3;2026-05-09 22:29:53;sistema_giovana;8;Busca de informações resumidas do produto;Lookup Simples;tuplas por milissegundos;tp/ms;2.3183352477287595;0.4313;1;cache quente
3;2026-05-09 22:29:53;sistema_giovana;9;Produtos com sales rank alto;Filtros;tuplas por milissegundos;tp/ms;180.87274102024122;61.4299;11111;cache quente
3;2026-05-09 22:29:53;sistema_giovana;10;Produtos com muitos downloads;Filtros;tuplas por milissegundos;tp/ms;15.062373995084712;29.8094;449;cache quente
3;2026-05-09 22:29:53;sistema_giovana;11;Reviews com alta utilidade;Filtros;tuplas por milissegundos;tp/ms;233.02565890720751;165.0333;38457;cache quente
3;2026-05-09 22:29:54;sistema_giovana;12;Reviews negativos com muitos votos;Filtros;tuplas por milissegundos;tp/ms;814.7653998788456;196.8186;160361;cache quente
3;2026-05-09 22:29:54;sistema_giovana;13;Produtos do grupo Book;Filtros;tuplas por milissegundos;tp/ms;823.8684353475905;477.6988;393561;cache quente
3;2026-05-09 22:29:54;sistema_giovana;14;Categorias raiz;Filtros;tuplas por milissegundos;tp/ms;0.4962706584260627;30.2254;15;cache quente
3;2026-05-09 22:29:54;sistema_giovana;15;Reviews recentes;Filtros;tuplas por milissegundos;tp/ms;1527.0432626762272;212.1197;323916;cache quente
3;2026-05-09 22:29:54;sistema_giovana;16;Produtos sem downloads;Filtros;tuplas por milissegundos;tp/ms;813.8228899447407;171.9785;139960;cache quente
3;2026-05-09 22:29:54;sistema_giovana;17;Produto e identificador interno;Joins;tuplas por milissegundos;tp/ms;0.1054007780429642;9.4876;1;cache quente
3;2026-05-09 22:29:55;sistema_giovana;18;Produto e reviews associados;Joins;tuplas por milissegundos;tp/ms;0.10090567043497788;118.9230;12;cache quente
3;2026-05-09 22:29:55;sistema_giovana;19;Produto e categorias associadas;Joins;tuplas por milissegundos;tp/ms;2.181910219505348;0.9166;2;cache quente
3;2026-05-09 22:29:55;sistema_giovana;20;Produtos similares detalhados;Joins;tuplas por milissegundos;tp/ms;9.606147838287153;0.5205;5;cache quente
3;2026-05-09 22:30:01;sistema_giovana;21;Reviews e dados do produto;Joins;tuplas por milissegundos;tp/ms;1146.0645805872398;6625.4940;7593244;cache quente
3;2026-05-09 22:30:02;sistema_giovana;22;Produto com categorias e reviews;Joins;tuplas por milissegundos;tp/ms;0.043182891534394766;555.7757;24;cache quente
3;2026-05-09 22:30:04;sistema_giovana;23;Categorias e produtos associados;Joins;tuplas por milissegundos;tp/ms;1229.8819578547477;2040.6015;2509699;cache quente
3;2026-05-09 22:30:04;sistema_giovana;24;Produtos similares e reviews;Joins;tuplas por milissegundos;tp/ms;0.17244988488464896;458.1041;79;cache quente
3;2026-05-09 22:30:06;sistema_giovana;25;Produto e quantidade de categorias;Joins;tuplas por milissegundos;tp/ms;742.113188839333;1940.8481;1440329;cache quente
3;2026-05-09 22:30:06;sistema_giovana;26;Quantidade total de produtos;Agregações;tuplas por milissegundos;tp/ms;0.008344449949087175;119.8401;1;cache quente
3;2026-05-09 22:30:06;sistema_giovana;27;Média de avaliações de um produto;Agregações;tuplas por milissegundos;tp/ms;0.005429553476544377;184.1772;1;cache quente
3;2026-05-09 22:30:06;sistema_giovana;28;Maior sales rank;Agregações;tuplas por milissegundos;tp/ms;0.037382564077577486;26.7504;1;cache quente
3;2026-05-09 22:30:07;sistema_giovana;29;Menor sales rank;Agregações;tuplas por milissegundos;tp/ms;0.03512130142431646;28.4727;1;cache quente
3;2026-05-09 22:30:07;sistema_giovana;30;Soma total de votos úteis;Agregações;tuplas por milissegundos;tp/ms;0.005908258849047971;169.2546;1;cache quente
3;2026-05-09 22:30:07;sistema_giovana;31;Quantidade de reviews do produto;Agregações;tuplas por milissegundos;tp/ms;0.005366478997268847;186.3419;1;cache quente
3;2026-05-09 22:30:07;sistema_giovana;32;Quantidade de reviews por ano;Group By;tuplas por milissegundos;tp/ms;0.022083350337392404;543.3958;12;cache quente
3;2026-05-09 22:30:08;sistema_giovana;33;Quantidade de reviews por nota;Group By;tuplas por milissegundos;tp/ms;0.01714822230222066;291.5754;5;cache quente
3;2026-05-09 22:30:08;sistema_giovana;34;Quantidade de produtos por grupo;Group By;tuplas por milissegundos;tp/ms;0.22279466699353456;40.3959;9;cache quente
3;2026-05-09 22:30:08;sistema_giovana;35;Média de votos úteis por nota;Group By;tuplas por milissegundos;tp/ms;0.01531790768747849;326.4153;5;cache quente
3;2026-05-09 22:30:08;sistema_giovana;36;Quantidade de produtos por categoria;Group By;tuplas por milissegundos;tp/ms;86.02794424084216;291.6029;25086;cache quente
3;2026-05-09 22:30:09;sistema_giovana;37;Top 20 produtos mais baixados;Order By;tuplas por milissegundos;tp/ms;0.09824791158730872;203.5667;20;cache quente
3;2026-05-09 22:30:09;sistema_giovana;38;Top 30 reviews mais úteis;Order By;tuplas por milissegundos;tp/ms;0.07393042944015525;405.7869;30;cache quente
3;2026-05-09 22:30:11;sistema_giovana;39;Produtos acima da média global de avaliações;Subquery;tuplas por milissegundos;tp/ms;122.9227731400194;2098.8788;258000;cache quente
3;2026-05-09 22:30:14;sistema_giovana;40;Produtos com mais reviews que a média;Subquery;tuplas por milissegundos;tp/ms;25.96582105094905;2546.2318;66115;cache quente
4;2026-05-09 22:30:14;sistema_giovana;1;Busca básica de produto por ASIN;Lookup Simples;tuplas por milissegundos;tp/ms;0.442789592815045;2.2584;1;cache quente
4;2026-05-09 22:30:14;sistema_giovana;2;Busca do identificador interno do produto;Lookup Simples;tuplas por milissegundos;tp/ms;4.340861872053891;0.2304;1;cache quente
4;2026-05-09 22:30:14;sistema_giovana;3;Busca de reviews de um produto;Lookup Simples;tuplas por milissegundos;tp/ms;0.06510862663773294;184.3074;12;cache quente
4;2026-05-09 22:30:14;sistema_giovana;4;Busca de produtos similares;Lookup Simples;tuplas por milissegundos;tp/ms;10.511798418883151;0.4757;5;cache quente
4;2026-05-09 22:30:14;sistema_giovana;5;Busca de categorias de um produto;Lookup Simples;tuplas por milissegundos;tp/ms;4.171159335645556;0.4795;2;cache quente
4;2026-05-09 22:30:14;sistema_giovana;6;Busca de reviews positivos de um produto;Lookup Simples;tuplas por milissegundos;tp/ms;0.04921832419500573;223.4940;11;cache quente
4;2026-05-09 22:30:14;sistema_giovana;7;Busca de reviews úteis de um produto;Lookup Simples;tuplas por milissegundos;tp/ms;0.005983034817486593;167.1393;1;cache quente
4;2026-05-09 22:30:14;sistema_giovana;8;Busca de informações resumidas do produto;Lookup Simples;tuplas por milissegundos;tp/ms;2.2229731054112953;0.4498;1;cache quente
4;2026-05-09 22:30:14;sistema_giovana;9;Produtos com sales rank alto;Filtros;tuplas por milissegundos;tp/ms;190.28423851371295;58.3916;11111;cache quente
4;2026-05-09 22:30:14;sistema_giovana;10;Produtos com muitos downloads;Filtros;tuplas por milissegundos;tp/ms;14.783248440206666;30.3722;449;cache quente
4;2026-05-09 22:30:14;sistema_giovana;11;Reviews com alta utilidade;Filtros;tuplas por milissegundos;tp/ms;237.27996273434874;162.0744;38457;cache quente
4;2026-05-09 22:30:15;sistema_giovana;12;Reviews negativos com muitos votos;Filtros;tuplas por milissegundos;tp/ms;830.1458342566971;193.1721;160361;cache quente
4;2026-05-09 22:30:15;sistema_giovana;13;Produtos do grupo Book;Filtros;tuplas por milissegundos;tp/ms;856.6700914566346;459.4079;393561;cache quente
4;2026-05-09 22:30:15;sistema_giovana;14;Categorias raiz;Filtros;tuplas por milissegundos;tp/ms;0.4865163454494694;30.8314;15;cache quente
4;2026-05-09 22:30:15;sistema_giovana;15;Reviews recentes;Filtros;tuplas por milissegundos;tp/ms;1533.2844874606933;211.2563;323916;cache quente
4;2026-05-09 22:30:16;sistema_giovana;16;Produtos sem downloads;Filtros;tuplas por milissegundos;tp/ms;832.884994141688;168.0424;139960;cache quente
4;2026-05-09 22:30:16;sistema_giovana;17;Produto e identificador interno;Joins;tuplas por milissegundos;tp/ms;0.12745166014664794;7.8461;1;cache quente
4;2026-05-09 22:30:16;sistema_giovana;18;Produto e reviews associados;Joins;tuplas por milissegundos;tp/ms;0.09784894824636159;122.6380;12;cache quente
4;2026-05-09 22:30:16;sistema_giovana;19;Produto e categorias associadas;Joins;tuplas por milissegundos;tp/ms;2.5564397992346173;0.7823;2;cache quente
4;2026-05-09 22:30:16;sistema_giovana;20;Produtos similares detalhados;Joins;tuplas por milissegundos;tp/ms;12.561488467288589;0.3980;5;cache quente
4;2026-05-09 22:30:22;sistema_giovana;21;Reviews e dados do produto;Joins;tuplas por milissegundos;tp/ms;1155.280995959206;6572.6382;7593244;cache quente
4;2026-05-09 22:30:23;sistema_giovana;22;Produto com categorias e reviews;Joins;tuplas por milissegundos;tp/ms;0.04341108677404619;552.8542;24;cache quente
4;2026-05-09 22:30:25;sistema_giovana;23;Categorias e produtos associados;Joins;tuplas por milissegundos;tp/ms;1258.429483969876;1994.3104;2509699;cache quente
4;2026-05-09 22:30:25;sistema_giovana;24;Produtos similares e reviews;Joins;tuplas por milissegundos;tp/ms;0.16563336501569126;476.9570;79;cache quente
4;2026-05-09 22:30:27;sistema_giovana;25;Produto e quantidade de categorias;Joins;tuplas por milissegundos;tp/ms;721.4573801229543;1996.4159;1440329;cache quente
4;2026-05-09 22:30:27;sistema_giovana;26;Quantidade total de produtos;Agregações;tuplas por milissegundos;tp/ms;0.008717801074191131;114.7078;1;cache quente
4;2026-05-09 22:30:28;sistema_giovana;27;Média de avaliações de um produto;Agregações;tuplas por milissegundos;tp/ms;0.005425490100585707;184.3151;1;cache quente
4;2026-05-09 22:30:28;sistema_giovana;28;Maior sales rank;Agregações;tuplas por milissegundos;tp/ms;0.036323797740791475;27.5302;1;cache quente
4;2026-05-09 22:30:28;sistema_giovana;29;Menor sales rank;Agregações;tuplas por milissegundos;tp/ms;0.03438608392813366;29.0815;1;cache quente
4;2026-05-09 22:30:28;sistema_giovana;30;Soma total de votos úteis;Agregações;tuplas por milissegundos;tp/ms;0.0058740479012499795;170.2404;1;cache quente
4;2026-05-09 22:30:28;sistema_giovana;31;Quantidade de reviews do produto;Agregações;tuplas por milissegundos;tp/ms;0.005547029863220794;180.2767;1;cache quente
4;2026-05-09 22:30:28;sistema_giovana;32;Quantidade de reviews por ano;Group By;tuplas por milissegundos;tp/ms;0.022402572681571527;535.6528;12;cache quente
4;2026-05-09 22:30:29;sistema_giovana;33;Quantidade de reviews por nota;Group By;tuplas por milissegundos;tp/ms;0.01707485490382046;292.8283;5;cache quente
4;2026-05-09 22:30:29;sistema_giovana;34;Quantidade de produtos por grupo;Group By;tuplas por milissegundos;tp/ms;0.22285886122335935;40.3843;9;cache quente
4;2026-05-09 22:30:29;sistema_giovana;35;Média de votos úteis por nota;Group By;tuplas por milissegundos;tp/ms;0.015574000889815304;321.0479;5;cache quente
4;2026-05-09 22:30:29;sistema_giovana;36;Quantidade de produtos por categoria;Group By;tuplas por milissegundos;tp/ms;89.19900974656267;281.2363;25086;cache quente
4;2026-05-09 22:30:30;sistema_giovana;37;Top 20 produtos mais baixados;Order By;tuplas por milissegundos;tp/ms;0.10274507721549546;194.6565;20;cache quente
4;2026-05-09 22:30:30;sistema_giovana;38;Top 30 reviews mais úteis;Order By;tuplas por milissegundos;tp/ms;0.07466314415902515;401.8047;30;cache quente
4;2026-05-09 22:30:32;sistema_giovana;39;Produtos acima da média global de avaliações;Subquery;tuplas por milissegundos;tp/ms;120.37227174138616;2143.3508;258000;cache quente
4;2026-05-09 22:30:35;sistema_giovana;40;Produtos com mais reviews que a média;Subquery;tuplas por milissegundos;tp/ms;27.094597109145816;2440.1544;66115;cache quente
5;2026-05-09 22:30:35;sistema_giovana;1;Busca básica de produto por ASIN;Lookup Simples;tuplas por milissegundos;tp/ms;0.4261680851726473;2.3465;1;cache quente
5;2026-05-09 22:30:35;sistema_giovana;2;Busca do identificador interno do produto;Lookup Simples;tuplas por milissegundos;tp/ms;3.4620284571132545;0.2888;1;cache quente
